"SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE_OLD"
"MOS9-0939",1,40.95,0.99129923
"ILLS-1067",1,43.95,0.760269956
"KYLS-1055",1,33.73,0.40675056
"VTRS-1008",1,78.33,0.935124852
"OKR9-0907",1,41.87,1.245475107
"TXS9-0929",1,24.82,0.655705099
"OKLS-1176",1,68.63,1.4419436
"NYS9-0932",1,1.03,0.281554368
"CORF-0001",1,38.8,1.090385593
"KSRS-1306",1,33.48,0.832790712
"MISS-1132",1,24.93,0.556100364
"WYS9-0930",1,32.48,1.048344887
"MNS9-0927",1,32.27,1.101592393
"MNLS-1105",1,49.32,0.895211619
"NHR9-0904",1,20.32,0.440364484
"CTS9-0916",1,60.68,0.968667682
"VTRF-0003",1,58.53,1.165361191
"UTS9-0927",1,6.63,0.35999973
"MTLS-1131",1,17.05,0.58172319
"ILLS-1069",1,35.4,0.859028742
"IDR9-0901",2,24.35,0.594660598
"NERF-0005",1,40.35,0.505490416
"NES9-0926",1,41.7,0.583303909
"TXRO-1080",1,54.7,1.311433732
"INS9-0918",2,31.97,0.466114487
"NYS9-0934",1,36.3,0.693900182
"MOLS-1088",1,21.87,0.823966246
"OHRF-0003",1,79.18,0.875208778
"NJSS-1077",1,77.53,0.979450719
"WYRO-1032",1,52.27,0.997160693
"IDRO-1039",1,54.58,0.843981875
"MNR9-0914",1,42.72,0.827073068
"MNRO-1055",1,54.73,0.832837164
"NVLS-1067",1,54.08,0.887627358
"SDS9-0942",1,77.13,1.094851423
"ILSS-1130",1,21.62,0.496022439
"KYR9-0905",1,8.1,0.496749479
"MOS9-0937",1,41.88,0.872095805
"MTS9-0928",1,52.07,1.121757008
"PARM-1004",1,37.4,0.731499611
"PARM-1008",1,72.77,1.101224798
"MNRF-0008",1,58.95,0.847230711
"WYRO-1036",1,29.85,0.763152575
"KYS9-0925",1,9.67,0.237833461
"KYRF-0002",1,60.77,1.006024917
"IDRO-1031",1,56.78,0.748917107
"UTLS-1058",1,28.4,0.426480476
"TXR9-0914",1,50.38,1.159684434
"NYLS-1121",1,49.45,1.043601758
"NCR9-0905",1,16.62,0.966771238
"NCLS-1038",1,43.28,1.120621006
"KYS9-0920",1,17.63,0.469727018
"WYS9-0935",1,39.65,0.808929965
"IDRM-1023",1,53.05,0.905649674
"IDRO-1029",1,51.38,0.511119323
"NELS-1073",1,40.28,0.294790203
"NCRF-0004",1,5.88,0.607829173
"ORLS-1093",1,67.3,1.198234577
"NYR9-0910",1,15.18,0.437840043
"KYRF-0001",1,53.27,0.662820302
"OKS9-0937",1,39.75,1.019927331
"ARR9-0908",1,32.67,0.86046761
"OKRO-1086",1,52.18,0.911090589
"IDRO-1036",1,48.27,0.4486984
"DER9-0903",2,19.48,1.09025262
"CAS9-0918",1,71.23,1.224753144
"KYSS-1077",1,3.87,0.108843197
"NYS9-0931",1,47.37,0.931164682
"NCR9-0901",1,1.97,0.156297331
"ILR9-0902",2,30.88,0.480490864
"ARLS-1046",1,64.97,1.325618406
"TXS9-0934",1,39.72,1.157829964
"OKRM-1004",1,50.28,0.906385141
"OKLS-1182",1,13.12,0.423140798
"MNR9-0918",1,49.92,0.473031707
"MNRM-1011",1,29.9,0.415983113
"MILS-1058",1,54.65,1.09973605
"SDS9-0939",1,23.4,0.683707785
"VTRS-1002",1,73.33,0.912922243
"DERO-1005",1,14.38,0.761691627
"ORLS-1097",1,66.05,1.185280484
"NYRO-1058",1,18.02,0.582731338
"WIS9-0927",2,33.9,0.770757736
"WILS-1090",1,52.85,0.575249114
"KYS9-0923",1,7.67,0.397628433
"MISS-1134",1,28.12,0.814597745
"ARS9-0944",2,49.32,0.8202674
"NES9-0921",2,70.27,1.087186618
"VARF-0005",1,54.88,0.712198468
"MTRO-1062",1,98.3,1.046342553
"TXRM-1010",1,31.45,1.175261284
"MNLS-1094",1,3.97,0.434355535
"NYSS-1238",1,18.8,0.384078524
"VTRS-1003",1,60.85,1.228372059
"WASS-1145",1,72.72,1.341944279
"ILRF-0002",1,61.3,0.676842063
"KYLS-1054",1,4.53,0.283447885
"CAS9-0927",1,68.78,0.864245147
"CAS9-0916",2,71.9,0.88608671
"MNR9-0910",1,33,1.130935229
"ORS9-0932",2,63.22,1.114078795
"NHSS-1068",1,50.1,1.028280402
"KYLS-1053",1,21.43,0.611481722
"NYRO-1057",1,62.52,1.04584751
"KYSS-1078",1,35.85,0.221799114
"DESS-1090",1,33.83,1.063186795
"NYSS-1237",1,35.08,0.741155831
"PARM-1006",1,69.47,1.040425533
"KYS9-0926",1,11.98,0.336926843
"OHR9-0905",1,0,0.155087223
"MTS9-0923",2,68.88,1.157026972
"MILS-1060",1,64.12,1.375770234
"OKS9-0932",2,34.88,0.926525806
"KSS9-0938",1,18.77,0.753418587
"IAS9-0918",2,26.42,0.410137459
"SDS9-0937",1,45.17,0.88806684
"MIS9-0937",1,46.77,1.291647521
"OHR9-0902",1,27.52,0.538037651
"NYLS-1118",1,63.05,1.013626846
"MORF-0007",1,46.48,0.664613656
"MTS9-0944",1,64.12,1.273379567
"MNLS-1097",1,23.38,0.832650435
"MNS9-0927",2,34.07,1.514689541
"KSRS-1338",1,34.53,0.814290062
"OKRM-1001",1,49.3,1.032898511
"ORS9-0933",1,79.63,1.173327557
"SDSS-1186",1,15.15,0.477684655
"TXRO-1074",1,65.18,0.843212082
"WILS-1087",1,22,0.755631378
"WIS9-0924",1,2.28,0.151865097
"NHSS-1067",1,58.52,0.863895441
"MORF-0003",1,53.98,0.999457716
"DES9-0908",1,42,1.274385232
"NYR9-0915",1,10.37,0.232816075
"WYS9-0932",1,47.83,0.640988491
"WYRO-1038",1,43.7,0.711666006
"WAS9-0915",1,34.93,0.907445307
"PAR9-0903",1,29.57,0.728827087
"OKRF-0001",1,34.23,0.873184571
"MIS9-0932",1,27.5,0.676518723
"OHR9-0903",1,36.92,0.919061361
"IDRM-1013",1,60.67,1.064586675
"ORSS-1168",1,62.1,1.008910332
"KSS9-0936",1,29.47,1.400142614
"MTS9-0946",1,93.67,1.475933729
"WILS-1088",1,71.92,0.962667269
"TXLS-1123",1,48.28,1.171722192
"SDR9-0904",1,24,0.832228478
"CTS9-0916",2,59.48,0.922540649
"ARS9-0949",1,34.63,0.976187198
"ARS9-0950",1,7.95,0.281620437
"MORF-0008",1,58.62,1.483233145
"MTSS-1292",1,78.77,1.562832508
"PARO-1050",1,58.18,1.102832045
"IDR9-0913",1,66.03,0.889881679
"NYS9-0927",1,26.25,0.604110204
"ORSS-1173",1,73.98,0.899703333
"MISS-1137",1,51.8,1.239689807
"KYR9-0905",2,9.52,0.33116632
"CAS9-0919",1,56.37,0.75004356
"CAS9-0924",1,82.7,0.947680771
"WISS-1166",1,27.47,0.146498375
"MNR9-0903",1,44.95,0.865630047
"NYSS-1253",1,38.75,0.62357747
"WAS9-0925",1,26.95,0.817328336
"KYS9-0925",2,10.57,0.713500384
"MTSS-1265",1,34.23,0.891948344
"UTR9-0901",2,42.75,0.553646895
"UTRM-1009",1,49.43,0.706280141
"NCSS-1081",1,36.2,0.821741101
"KYS9-0921",1,23.62,1.177197516
"NYS9-0923",2,0,0.194787504
"WYSS-1197",1,5,0.0787
"NYS9-0924",2,18.92,0.623095447
"WYS9-0927",1,53.25,1.198106483
"WYLS-1091",1,70.25,1.158204149
"PAS9-0917",1,19.73,0.368278859
"ORR9-0912",2,6.23,0.318610726
"PARO-1052",1,15.02,0.315718211
"KSRS-1301",1,20.88,0.981506578
"KYRO-1032",1,31.08,0.108737396
"WIS9-0926",1,44.22,0.390906359
"IDRO-1050",1,43.8,1.104058544
"CAR9-0903",1,34.4,0.708903551
"PAR9-0905",1,34.02,0.985837726
"VAR9-0911",1,55.42,0.928099738
"WYLS-1087",1,37.32,1.119869892
"WYLS-1094",1,45.1,0.856768793
"ARR9-0909",1,47.82,0.851295366
"MTS9-0931",1,54.22,1.132121822
"TXR9-0917",1,23.13,0.674138233
"PAR9-0908",1,53.72,1.202348625
"CAS9-0917",1,71.42,0.839751828
"SDR9-0907",1,39.9,0.779844645
"IDR9-0904",1,49.4,1.048370212
"IDRM-1009",1,38.72,0.832673177
"IDRM-1021",1,50.85,1.046649102
"IDRM-1024",1,27.12,0.518382229
"IDRM-1002",1,41.33,0.843018124
"PAR9-0902",2,25.85,0.513927479
"NHR9-0902",2,33.05,0.706944571
"KSRS-1317",1,52.97,1.343499749
"KSRS-1313",1,34.87,0.94856992
"GAS9-0914",2,41.45,0.645511139
"GAS9-0925",2,28.27,0.703949998
"KYR9-0907",1,68.98,1.289172643
"MNRO-1051",1,45.75,1.139547932
"MIS9-0935",1,12.37,1.111335216
"CTSS-1079",1,46.25,0.832021435
"ARLS-1048",1,43.63,0.722696389
"TXR9-0910",1,42.25,1.187607276
"VAR9-0906",1,45.27,0.973805143
"WIS9-0933",1,16.37,0.477245904
"MTLS-1133",1,64.12,1.288123929
"WYSS-1201",1,29.3,1.113169595
"SDRM-1001",1,47.58,0.888515741
"DERO-1002",1,21.73,0.981353226
"ARRO-1022",1,2.03,0.431907454
"MTSS-1262",1,70.53,1.299359109
"WASS-1136",1,69.47,1.204580851
"MIS9-0925",1,41.78,1.062626469
"KYLS-1056",1,36.63,0.855622907
"TXR9-0909",1,37.55,0.92417416
"PAR9-0911",1,21.02,0.612700933
"ORR9-0902",1,30.7,0.870963482
"MNRM-1007",1,63.33,0.971804198
"ARS9-0945",1,26.83,0.800457354
"ARRM-1003",1,42.83,1.052700244
"MNLS-1091",1,16.82,1.188012776
"NYSS-1251",1,44.98,0.663626132
"NYR9-0902",1,70.03,1.18747269
"NYSS-1252",1,39.57,0.582341854
"VARS11-131",1,62.8,0.813715432
"NYR9-0909",1,47.7,0.672301819
"ORRO-1060",1,4.77,0.305262354
"PALS-1087",1,49.95,1.044835274
"KSRS-1343",1,41.67,0.862315233
"KSRS-1278",1,27.67,1.078670386
"CTSS-1080",1,52.25,0.814177018
"MTSS-1260",1,46.48,0.923491121
"GALS-1055",1,39.83,0.578055411
"VAR9-0903",1,70.67,1.161001001
"NYRO-1050",1,50.98,1.069091339
"TXLS-1118",1,7.25,0.769364268
"LARF-0002",1,38.2,1.058728052
"WIS9-0924",2,5,0.151865097
"WARF-0105",1,51.53,0.919061635
"OHR9-0902",2,34.38,0.691762694
"WAS9-0923",1,69.57,1.208436254
"NHLS-1044",1,72.53,1.137634669
"PALS-1086",1,45.87,0.865892808
"NYR9-0908",1,29.98,0.635951829
"GALS-1051",1,70.02,0.562200031
"VARS11-113",1,50.17,1.177528551
"IDS9-0922",1,31.98,0.627480405
"TXRM-1004",1,58.52,1.151852816
"WARF-0104",1,58.48,0.977238993
"ARR9-0901",1,36.58,0.454137491
"WIS9-0934",1,23.9,0.647414327
"ARRM-1005",1,32.8,0.34113078
"ARRM-1001",1,25.48,0.113534373
"IDLS-1063",1,30.57,0.961489267
"NYS9-0930",1,1.03,0.209540021
"NYS9-0935",1,62.8,0.976867487
"NYR9-0901",1,33.43,0.337504613
"ILRO-1025",1,26.47,0.753031848
"NYRM-1005",1,53.47,0.936666785
"NYRO-1055",1,8.15,0.220159948
"IDRO-1047",1,22.68,0.805386991
"IDR9-0911",1,24.15,0.595611401
"NYR9-0903",1,8.33,0.418997294
"KSS9-0938",2,30.93,0.753418587
"NYR9-0911",1,38.82,0.79414288
"UTS9-0927",2,41.08,0.59999955
"VARS11-112",1,43.48,1.031410655
"KYRM-1007",1,32.18,0.74295703
"NJSS-1085",1,61.4,0.980464248
"UTRM-1002",1,25.63,0.389154683
"WALS-1069",1,72.8,1.092707244
"NCRF-0001",1,49.55,0.915921612
"TXRO-1081",1,32.13,1.311667505
"VAR9-0904",1,30.48,0.609686094
"WIS9-0925",1,28.27,0.56355734
"COR9-0908",1,59.77,1.122767133
"SDS9-0942",2,26.02,0.895787528
"KSR9-0907",1,32.3,0.95625755
"NYS9-0933",1,42.37,0.635992225
"NYLS-1120",1,21.88,0.744509251
"WARF-0103",1,30.02,0.618024335
"PARF-0002",1,50.82,1.108697058
"RILS-1026",1,44.98,0.31836023
"NYR9-0912",1,0.17,0.209131729
"NYRO-1053",1,5.6,0.352531395
"MTRM-1008",1,17.15,0.300829293
"NHLS-1045",1,71.95,1.191180901
"KSRS-1348",1,31.98,1.048395646
"MOS9-0930",1,14.82,0.765789865
"MOS9-0937",2,19.68,0.784886225
"NCSS-1086",1,74.37,1.12956902
"PARO-1053",1,58.58,1.148089293
"SDR9-0902",1,30.33,1.210344631
"TXR9-0918",1,60.88,0.99488407
"UTRM-1001",1,43.53,0.519146441
"KYRM-1003",1,22.95,0.738269941
"MTRM-1004",1,46.73,0.747519068
"NYRM-1003",1,22.43,0.405173097
"MILS-1056",1,47.97,0.947186982
"KYLS-1062",1,44.77,1.194780782
"PASS-1163",1,59.43,0.783376808
"WARO-1040",1,41.78,1.111258864
"NYSS-1236",1,45.47,0.675848509
"WARF-0106",1,46.9,0.950130977
"VAR9-0902",1,46.87,0.831555456
"WIS9-0930",1,27.93,0.521949605
"MTR9-0901",1,60.67,0.84767959
"TXRM-1002",1,37.67,0.831555451
"UTR9-0905",1,24.13,0.478042777
"OHLS-1073",1,8.18,0.259397175
"WARF-0102",1,77.23,1.244673377
"NYLS-1117",1,44.13,0.922238887
"NYR9-0904",1,24.23,0
"WARF-0101",1,60.73,0.930389398
"MORO-1045",1,33.57,1.36100444
"NYR9-0913",1,38.55,0.473210226
"VAR9-0911",2,47.88,1.005441383
"ORRF-0106",1,54.95,0.984437276
"MIS9-0938",1,30.95,1.04476684
"OKR9-0902",2,29.1,1.001401954
"ARR9-0902",1,21.63,0.756023633
"KSRS-1255",1,47.35,1.306231886
"WIS9-0936",1,41.98,0.87976526
"IDRO-1049",1,2.92,0.31997361
"NYR9-0902",2,46.63,0.964821561
"GASS-1079",1,36.17,0.840099183
"TXRF-0009",1,33.33,1.151678986
"VAR9-0906",2,52.78,1.217256429
"OKSS-1405",1,48.95,1.031969795
"MORO-1044",1,52.43,0.740605453
"ALR9-0901",2,27.22,0.495229541
"CAR9-0909",1,30.03,0.417766277
"KSRS-1324",1,27.87,1.132071249
"SDSS-1194",1,3.07,1.142462015
"RISS-1080",1,43.83,0.743974695
"NYRM-1001",1,13.4,0.369581647
"GASS-1081",1,51.95,0.811324535
"ORRF-0104",1,43.6,0.956738391
"VARS11-111",1,32.5,0.350361386
"WAS9-0915",2,50.17,0.837641822
"TXS9-0931",1,23.38,0.902476905
"ARRM-1002",1,25.78,0.324056645
"COR9-0905",1,38.73,0.599296072
"ALRF-0002",1,30.87,0.779523915
"ARR9-0903",1,16.63,0.361233681
"MOR9-0911",1,36.83,0.579016803
"WILS-1093",1,61.13,0.816323205
"MTRM-1007",1,55.95,1.118159427
"IDR9-0908",2,49.08,0.890283489
"NYR9-0901",2,54.63,1.012513838
"TXRF-0004",1,53.8,0.949222855
"WARO-1044",1,52.42,1.120288848
"ARR9-0901",2,12.97,0.454137491
"ORRF-0105",1,44.53,0.607041562
"TXRM-1006",1,22.92,0.659787816
"NYRO-1054",1,31.13,0.712656123
"WIS9-0932",1,39.08,1.058159794
"ORLS-1096",1,60.45,1.313289322
"ORRO-1058",1,25.32,0.400377075
"MOR9-0909",1,39.58,0.854360146
"ALS9-0920",1,34.52,0.996521332
"NCRF-0003",1,81,1.300233152
"ALSS-1066",1,62.13,0.883216174
"NCR9-0909",1,43.58,0.938972039
"NCR9-0908",1,12.2,0.886470034
"COLS-1065",1,64.03,0.834313672
"ORRF-0101",1,28.3,0.718124418
"CORM-1003",1,48.9,0.963520082
"ORRF-0102",1,52.88,1.247115359
"ALS9-0921",1,39.27,0.89149109
"RISS-1081",1,55.45,0.900097445
"NYSS-1242",1,71.65,1.157657634
"NYSS-1255",1,27.2,0.721373273
"WISS-1168",1,55.97,0.559790264
"KSRS-1330",1,68.48,1.392177811
"COS9-0931",1,60.63,0.962792997
"COSS-1109",1,23.7,0.870433379
"ARS9-0945",2,27.87,0.800457354
"MOLS-1085",1,19.63,1.07204446
"NYRM-1007",1,21.93,0.355179879
"MOR9-0910",1,44.62,0.813769416
"MTR9-0901",2,45.52,0.84767959
"CORM-1002",1,46.15,1.206992359
"ARSS-1091",1,2.93,0.540850553
"OHLS-1068",1,12.65,0.238108192
"ORR9-0908",1,40.63,1.124503385
"VAR9-0905",1,74.2,1.2364434
"KSS9-0934",1,38.63,1.14087941
"RISS-1082",1,50.7,0.900461645
"COR9-0908",2,52.67,1.01049042
"VARS11-139",1,61.35,1.122324502
"AZRM-1004",1,36.62,0.367184026
"NYS9-0929",1,44.82,0.483055391
"PAR9-0906",1,57.35,1.01121817
"WISS-1165",1,20.7,0.205689714
"MOS9-0932",2,24.8,0.933075749
"NHRF-0003",1,76.02,0.964109464
"CAR9-0903",2,57.42,1.063355327
"COLS-1068",1,43.88,0.942348591
"MTRO-1064",1,73.85,1.163905421
"NYLS-1115",1,6.8,0.368100885
"TXRF-0005",1,49.17,1.480021497
"ORR9-0904",1,40.67,0.949194171
"PARM-1007",1,51.65,0.739187687
"VARS11-129",1,51.57,1.259481074
"ARR9-0907",1,11.2,0.634053502
"ARRO-1023",1,14.43,0.692622865
"WARO-1041",1,39.65,0.730060086
"NCRF-0005",1,45.45,0.942479729
"WILS-1092",1,53.97,0.860114812
"NCR9-0907",2,13.73,0.762238732
"MASS-1073",1,22.05,0.511558961
"UTR9-0903",1,14.23,0.61184469
"ARR9-0902",2,17.65,0.324010128
"GASS-1082",1,39.03,0.939045073
"GASS-1077",1,20.6,0.5956446
"MARO-1020",1,13.1,0.449621524
"MARO-1021",1,15.62,0.2948367
"MAS9-0916",1,37.83,0.332412586
"AZR9-0913",1,22.78,0.305646634
"AZRM-1001",1,23.6,0.71425409
"AZLS-1054",1,46.62,0.617781359
"AZR9-0904",1,51.78,1.239928709
"AZRO-1031",1,57.95,1.429548204
"FLS9-0917",1,25.37,0.785092673
"FLS9-0921",1,26.3,1.051087227
"NMSS-1081",1,33.68,0.913821052
"TXSS-1209",1,23.88,1.09928737
"FLR9-0902",1,21.75,0.766171751
"AZSS-1111",1,21.63,0.861971366
"FLSS-1069",1,26.13,0.973272626
"NMR9-0906",1,5.57,0
"TXR9-0905",1,33.7,0.795582332
"FLR9-0901",1,43.38,1.005134785
"NMS9-0926",1,24.98,0.476633728
"FLSS-1068",1,80.75,0.756189627
"GARO-1038",1,46.38,1.12068704
"ALS9-0917",1,39.55,0.678333491
"NMRM-1002",1,64.18,1.056116199
"NMS9-0920",1,53.58,0.845163905
"AZLS-1048",1,35.48,0.836653893
"AZLS-1063",1,37.22,0.560615575
"AZSS-1121",1,8.18,0.983408177
"FLR9-0903",1,30.52,1.147976311
"TXR9-0923",1,6.42,0.509154182
"TXSS-1205",1,7.87,0.556999662
"MSS9-0913",1,9.42,0.344791749
"NMR9-0903",1,27.68,1.378474699
"NMLS-1045",1,23.82,0.445434623
"FLRF-0001",1,82.82,1.243440748
"FLLS-1049",1,30.65,0.710578353
"FLS9-0919",1,47.97,1.000899601
"FLS9-0922",1,48.32,1.32284512
"FLS9-0923",1,33.6,0.765288741
"MSLS-1038",1,34.37,0.0777
"NMSS-1085",1,35.23,0.828986601
"MSR9-0901",1,44.87,0.924162715
"TXRO-1079",1,17.7,0.900971763
"MSLS-1040",1,60.45,1.197390796
"NMR9-0901",1,36.8,0.826029339
"FLRO-1024",1,39.35,0.99796644
"TXRF-0001",1,68.47,0.850311765
"TXRF-0003",1,49.52,0.826738371
"FLS9-0918",1,47.72,1.073071978
"FLS9-0915",1,37.52,1.007915532
"KSRF-0005",1,12.8,0.677128803
"TXRF-0007",1,16.67,0.143348621
"ALR9-0905",1,88.73,1.298460548
"KSRS-1260",1,42,1.434449195
"MSS9-0916",1,56.35,0.985797824
"NMRF-0009",1,26.07,1.013888534
"NMRO-1028",1,28.62,0.796426716
"UTS9-0929",1,43.02,0.615283018
"NMS9-0925",1,32.85,1.326885478
"ALLS-1039",1,40.22,0.875924284
"MSS9-0915",1,33.45,0.622823566
"UTRM-1008",1,43.58,1.226103384
"TXRF-0002",1,39.57,1.169229584
"FLRO-1025",1,62.13,1.242557028
"CALS-1089",1,33.93,0.44264421
"GARO-1032",1,24.78,0.816712502
"MSLS-1039",1,49.3,1.120370702
"NMLS-1047",1,17.8,0.231339805
"NMRF-0001",1,25.15,1.193188299
"UTS9-0931",1,15.12,0.639514907
"NMRF-0002",1,24.62,1.237867914
"MSSS-1082",1,19.33,0.790212151
"TXRF-0008",1,13.42,0.934195401
"FLLS-1047",1,59.45,0.778406899
"NMRM-1001",1,49.6,1.014852274
"FLS9-0921",2,33.27,1.146640611
"ALLS-1042",1,59.78,1.129392238
"ALR9-0902",1,51.72,0.786935891
"NMR9-0904",1,43.03,1.003297383
"NVR9-0902",1,14.5,0.410545981
"FLSS-1076",1,26.95,0.841812223
"FLR9-0902",2,18.27,0.86194322
"CASS-1215",1,50.72,0.904136137
"NMRO-1030",1,19.55,0.742880532
"AZR9-0913",2,20.63,0.509411057
"NMLS-1044",1,50.43,1.150563693
"TXRM-1015",1,2.38,0.452739126
"GARF-0003",1,78.67,1.085557822
"GARM-1002",1,22.2,0.690763157
"CASS-1278",1,76,1.169213041
"CASS-1339",1,27.57,0.356072644
"FLRM-1001",1,36.4,0.862236025
"NMR9-0902",1,39.7,1.158417527
"NMRM-1005",1,39,1.033084009
"TXRO-1082",1,28.03,1.144328471
"NMS9-0926",2,28.67,0.635511637
"GARF-0001",1,79.15,1.387394148
"SCSS-1058",1,30,0.567749422
"GALS-1052",1,56.57,1.020721108
"GARF-0002",1,30.23,0.923624274
"FLR9-0901",2,13.7,0.703594349
"SCRF-0002",1,40.58,1.288140073
"UTR9-0906",1,46.3,0.389840394
"OKRM-1021",1,9.77,0.129827899
"MIR9-0907",1,46.88,1.230372453
"KYR9-0906",1,17.6,0.404816733
"OHRO-1034",1,63.27,1.283826612
"NDSS-1131",1,41.28,1.296345492
"IAS9-0919",1,11.28,0.881975945
"INS9-0925",1,25.63,0.684529663
"SCSS-1054",1,13.03,0.645101945
"UTR9-0907",1,25.12,0.909682809
"CASS-1226",1,28.65,0.948669432
"SDS9-0944",1,27.35,1.227220884
"WVRM-1001",1,60.85,0.964104126
"MORO-1049",1,43.73,1.012599425
"AZLS-1054",2,21.13,0.514817799
"OKSS-1444",1,24.95,1.287303535
"TXRM-1017",1,2.63,0.281112853
"MOR9-0905",1,36.22,0.820055468
"SCS9-0920",1,44.45,1.342089856
"SDR9-0919",1,30.67,1.010717102
"AZSS-1116",1,63.3,0.620107028
"LAS9-0945",1,30.58,1.009711894
"LAR9-0904",1,9.47,0.695295837
"CASS-1181",1,54.55,1.101990086
"CARO-1043",1,14.23,0.313531656
"MNRM-1004",1,25.87,0.883179126
"MORO-1048",1,60.28,1.036789313
"NDSS-1115",1,34.52,0.923173985
"WVS9-0924",1,53.68,1.210908282
"NDR9-0921",1,18.23,0.883491375
"SCR9-0901",1,30.23,1.198650941
"SCR9-0902",1,59.58,0.939869057
"TXRM-1001",1,20.9,0.370572576
"TXR9-0902",1,49.02,0.740053565
"MSR9-0902",1,30.22,0.684226178
"FLSS-1107",1,20.78,0.720226913
"CORO-1032",1,8.47,0.322562169
"PASS-1165",1,43.33,0.927289321
"CARO-1047",1,28.73,0.349354633
